1086,27,6,27,6,27,6,27,6
1090,61,35,69,37,69,38,70,38
1092,6,3,6,3,6,3,6,3
1093,55,1,57,2,58,2,58,2
1099,36,73,39,75,39,76,39,76
1103,1005,728,1008,730,1010,731,1013,731
1104,27,4,27,5,27,5,27,5
1105,56,10,57,12,58,12,58,12
1108,359,521,366,541,367,542,369,545
1109,49,13,55,13,56,13,56,13
1112,3,6,3,6,3,6,3,6
1115,6,1,7,2,7,4,7,4
1116,6,9,6,9,6,9,6,9
1117,2,5,2,5,2,5,2,5
1118,15,6,15,6,15,6,15,6
1120,7,6,7,7,7,7,7,7
1121,141,229,143,232,144,233,144,233
1122,17,23,17,28,17,28,18,28
1123,42,145,43,153,43,154,43,154
1124,13,6,13,6,13,6,13,6
1125,25,4,25,4,25,4,25,4
1126,21,8,22,8,22,8,22,8
1127,114,165,114,171,115,172,115,173
1128,41,18,44,19,44,19,44,19
1130,98,47,99,47,100,47,100,47
1142,10,34,10,37,10,37,10,37
1146,31,35,32,35,32,35,32,35
1147,505,1060,528,1097,530,1105,530,1111
1150,110,169,117,172,117,174,119,174
1151,161,175,164,179,164,180,164,181
1153,13,6,13,6,13,6,13,6
1155,1173,4503,1222,4688,1241,4723,1251,4750
1156,38,152,39,153,39,153,39,154
1158,312,37,327,43,335,44,338,46
1160,285,22,297,25,299,25,301,25
1161,64,108,64,109,66,110,66,112
1163,92,36,93,36,94,36,95,37
1164,63,33,67,37,67,38,69,39
1165,14,9,14,10,15,10,16,10
1167,140,49,141,52,141,52,141,52
1168,911,1659,917,1687,917,1688,917,1691
1170,31,9,32,9,32,9,32,9
1173,15,5,15,5,15,5,15,6
1174,41,6,41,6,41,6,41,6
1175,8,2,8,2,8,2,8,2
1176,16,6,18,6,18,6,18,6
1177,22,12,22,12,22,12,22,12
1178,73,19,76,19,76,19,76,19
1180,12463,13665,12846,13888,12886,13916,12934,13948
1188,16,6,17,6,17,6,17,6
1190,42,13,42,13,42,14,42,14
1194,9,0,9,0,9,0,9,0
1195,398,369,402,376,404,376,404,376
1196,38,65,38,68,38,68,38,68
1201,32,12,34,13,34,13,35,14
1203,3359,768,3510,837,3545,842,3559,853
1211,14,3,14,4,14,4,14,4
1215,3,0,3,0,3,0,3,0
1218,43,17,45,17,46,17,46,17
1219,52,55,52,57,52,57,52,57
1224,21,5,22,5,22,5,22,5
1232,38,12,40,12,41,12,41,13
1245,8,15,8,16,8,16,9,16
1246,12,7,13,7,13,7,13,7
1247,13,7,13,7,13,7,13,7
1248,10,5,10,5,10,5,10,5
1249,17,0,17,0,17,0,17,0
1250,10,8,11,8,11,8,11,8
1251,60,241,63,246,63,247,63,250
1252,82,40,83,41,84,41,85,41
1254,423,126,431,129,434,130,439,130
1255,187,78,194,83,196,84,197,85
1256,9,3,9,5,10,5,10,5
1269,9,1,9,1,9,1,9,1
1270,10,9,10,9,10,9,10,9
1288,202,34,207,36,209,36,209,37
1289,548,23,568,23,569,23,570,23
1290,154,27,160,28,162,28,163,28
1291,175,15,175,15,175,15,175,15
1294,9,0,9,0,9,0,9,0
1299,103,79,109,82,111,82,113,83
1300,13,5,15,6,15,6,15,6
1305,39,16,41,16,41,16,41,16
1316,157,882,167,926,168,936,170,943
1317,284,311,295,319,298,321,298,323
1321,44,340,48,353,48,358,48,360
1322,29,118,30,124,30,124,30,124
1323,23,118,24,122,24,123,24,124
1336,54,30,54,30,54,30,54,30
1337,106,134,108,134,108,135,109,135
1341,4,3,4,3,4,3,4,3
1361,53,13,55,13,55,13,55,13
1362,35,31,37,31,37,31,39,31
1363,5,4,5,4,5,4,5,4
1365,3,0,3,0,3,0,3,0
1366,24,5,24,5,24,5,24,5
1367,4,3,4,3,4,3,4,3
1368,8,15,8,15,8,15,8,15
1389,6,4,6,4,6,4,6,4
1394,14,13,16,13,16,13,16,13
1395,5,9,5,10,5,10,5,10
1396,2,14,2,14,2,14,2,14
1397,4,1,4,1,4,1,4,1
1398,2,1,2,1,2,1,2,1
1399,5,0,5,0,5,0,5,0
1400,3,3,3,3,3,3,3,3
1401,1,0,1,0,1,0,1,0
1402,1,2,1,2,1,2,1,2
1404,1,1,1,1,1,1,1,1
1405,17,18,17,18,17,18,17,18
1406,214,173,221,178,221,179,223,179
1407,33,15,33,15,33,15,33,15
1409,84,45,88,49,88,50,88,50
1410,21,27,22,29,22,29,22,29
1411,18,4,19,6,19,6,19,6
1412,3,4,3,4,3,4,3,4
1416,1,2,1,2,1,2,1,2
1428,5,0,5,1,5,1,5,1
1429,4,3,4,3,4,3,4,3
1430,44,10,44,10,44,10,44,10
1431,5,5,5,5,5,5,5,5
1433,27,7,27,7,27,7,27,7
1434,4,0,4,0,4,0,4,0
1435,1,1,1,1,1,1,1,1
1436,4,0,4,0,5,0,6,0
1437,2,0,2,0,2,0,2,0
1438,5,0,5,0,5,0,5,0
1442,19,10,20,11,21,11,22,11
1444,52,52,54,52,54,52,54,53
1463,164,205,187,240,197,250,204,256
1466,48,134,51,140,52,141,53,141
1502,30,16,30,18,30,19,30,19
1503,21,11,21,11,21,11,21,12
1504,5,10,6,10,6,10,6,10
1505,35,34,35,38,35,38,35,38
1506,6,9,6,10,6,10,6,10
1512,1124,356,1164,366,1175,369,1178,369
1513,14,6,14,7,14,7,14,7
1514,13,3,13,3,13,3,13,3
1516,148,47,161,47,162,47,163,47
1517,8,7,8,8,8,8,8,8
1518,54,20,59,22,59,22,59,22
1519,13,9,14,9,14,9,14,9
1520,25,25,25,25,26,25,26,25
1521,11,14,11,14,11,14,11,14
1523,5,5,5,5,5,5,5,5
1525,8,16,8,16,8,16,8,16
1526,8,9,8,9,8,9,8,9
1527,15,13,15,14,15,15,15,16
1528,2,13,2,14,2,14,2,14
1529,3,10,3,10,3,10,3,10
1539,15,12,15,12,15,12,15,12
1547,20,13,20,13,20,13,20,13
1548,11,17,12,18,12,18,12,18
1549,31,43,34,47,36,47,36,48
1684,4,5,4,5,4,5,4,5
1685,1,7,1,7,1,7,1,7
1687,23,15,23,17,23,17,23,17
1688,65,30,69,32,69,32,69,32
1690,14,10,16,11,16,12,17,12
1691,9,4,9,4,9,4,9,4
1692,26,39,27,41,27,41,27,42
1697,396,224,398,224,399,224,400,224
1699,136,238,141,252,144,257,145,259
1701,6,19,6,19,6,19,6,19
1704,10,89,10,95,10,96,10,96
1705,38,30,43,32,45,32,45,33
1706,26,20,27,20,27,20,27,20
1707,22,10,22,11,23,11,23,11
1709,11,13,11,13,11,13,11,13
1711,12,6,12,6,12,6,12,6
1713,6,29,6,30,6,30,6,30
1714,27,87,27,87,27,87,27,87
1717,103,73,106,82,106,82,107,84
1735,9,3,11,4,11,4,11,4
1741,33,52,33,53,33,54,33,54
1748,13,48,13,48,13,48,14,48
1749,11,20,11,23,11,24,11,24
1752,14,5,15,5,15,5,15,5
1754,17,4,18,4,18,4,18,4
1761,133,142,145,149,145,151,145,151
1767,7,5,8,6,8,6,8,6
1768,1,7,1,7,1,7,1,7
2187,10,4,11,4,11,4,12,4
2188,4,1,4,1,4,1,4,1
2189,34,46,34,48,34,48,35,49
2191,42,72,42,73,42,73,43,73
2192,9,3,9,3,9,4,9,4
2194,1,0,1,0,1,0,1,0
2195,9,5,9,5,9,5,9,5
2196,17,23,17,23,18,23,19,23
2198,31,12,32,12,32,12,33,12
2199,10,10,10,10,10,10,10,10
2207,5,8,5,10,5,10,5,10
2208,14,30,14,30,15,30,15,30
2209,1,0,1,0,1,0,1,0
2211,1,1,1,2,1,2,1,2
2212,0,0,0,0,0,0,0,0
2213,1,3,1,3,1,3,1,4
2214,0,0,0,0,0,0,0,0
2215,6,7,6,7,6,7,6,7
2216,7,0,7,0,7,0,7,0
2217,0,0,0,0,0,0,0,0
2218,0,0,0,0,0,0,0,0
2224,5,4,5,6,5,8,5,10
2227,2,1,2,1,2,1,2,1
2228,1,1,1,1,1,1,1,1
2230,3,1,3,1,3,1,3,1
2232,25,71,26,85,27,88,28,88
2233,42,74,43,85,45,88,46,89
2234,8,8,8,8,8,8,8,8
2236,13,13,13,13,13,13,13,14
2237,19,61,19,78,20,79,20,79
2238,1,8,1,9,2,9,2,9
2242,10,3,10,3,10,3,10,3
2243,2,2,2,2,2,2,2,2
2244,1,0,1,0,1,0,1,0
2245,5,0,5,0,5,0,5,0
2246,17,65,20,72,20,72,20,74
2247,18,3,18,3,18,3,18,3
2248,22,9,23,10,24,10,24,10
2250,1,6,1,6,1,6,1,6
2251,1,1,1,1,1,1,1,2
2254,4,4,4,4,4,4,4,4
2255,529,9,586,42,591,48,602,51
2256,6,2,8,5,9,5,9,5
2257,2,1,2,1,2,1,2,1
2258,24,5,25,6,25,6,25,6
2259,51,16,51,18,52,18,53,18
2260,21,6,21,6,22,6,22,6
2261,4,2,5,2,5,2,5,2
2262,3,0,3,0,3,0,3,0
2263,21,7,22,8,22,8,22,8
2264,12,11,12,11,12,11,13,11
2265,23,27,24,27,24,27,24,27
2267,195,50,205,51,207,51,213,51
2268,72,54,73,54,73,54,73,55
2269,92,32,93,33,93,33,93,33
2271,12,7,12,7,12,7,13,7
2272,10,24,11,27,11,28,11,28
2273,4,6,4,6,4,6,4,6
2275,13,3,13,3,13,3,13,3
2277,3,0,3,0,3,0,3,0
2284,12,5,13,6,14,7,15,7
2285,5,27,8,37,8,42,8,44
2286,5,7,6,7,6,7,6,7
2288,1,0,1,0,1,0,1,0
2289,4,1,4,1,4,1,4,1
2290,1,7,1,7,1,7,1,7
2292,0,0,0,0,0,0,0,0
2293,2,0,2,0,2,0,2,0
2295,0,1,0,1,0,1,0,1
2296,17,24,21,24,21,25,21,25
2297,2,1,2,1,2,1,2,1
2298,5,12,5,12,5,12,5,12
2299,36,19,39,22,42,22,43,24
2300,4,16,4,16,4,16,4,16
2301,6,4,6,4,6,4,6,4
2302,16,12,16,12,16,12,16,12
2304,41,39,43,39,43,39,45,39
2305,33,90,34,97,35,99,35,99
2306,1,2,1,2,1,2,1,2
2307,2,5,2,5,2,5,2,5
2308,125,53,141,55,146,58,149,58
2309,52,41,55,45,57,45,57,45
2310,98,37,98,37,98,37,98,37
2319,6,1,6,1,6,1,6,1
2320,0,1,0,1,0,1,0,1
2321,3,2,3,2,3,2,3,2
2322,6,8,6,8,6,8,6,8
2323,0,2,0,2,0,2,0,2
2324,2,0,3,0,3,0,3,0
2325,8,16,8,18,8,18,8,18
2326,6,0,6,0,6,0,6,0
2327,81,172,83,193,83,202,83,208
2328,23,64,28,81,28,85,29,89
2329,3,19,4,20,4,22,4,24
2331,17,17,17,19,18,20,18,20
2332,18,84,18,86,18,87,18,88
2333,13,4,16,4,16,4,16,4
2334,21,3,22,4,22,4,23,5
2336,8,3,8,3,8,3,8,3
2337,8,0,8,0,8,0,8,0
2338,0,0,0,0,0,0,0,0
2339,5,15,5,15,5,15,5,15
2340,16,10,16,10,16,10,16,10
2341,6,0,6,0,6,0,6,0
2342,7,13,7,14,7,14,7,14
2345,10,10,10,10,10,10,10,10
2346,2,4,2,4,2,4,2,4
2347,13,3,13,3,13,3,13,3
2348,32,4,32,4,32,4,32,4
2349,1356,569,1424,602,1434,605,1446,610
2350,500,177,531,187,536,189,539,191
2352,438,165,470,171,473,174,481,175
2353,345,72,367,78,374,78,376,79
2354,96,481,101,493,101,494,101,496
2355,9,32,9,34,9,34,9,34
2357,62,31,65,31,65,31,67,31
2358,3,7,3,7,3,7,3,7
2359,13,0,13,0,13,0,13,0
2360,489,81,492,82,492,83,492,83
2361,12,5,12,5,12,5,12,5
2362,4,2,4,2,4,2,4,2
2363,1,1,1,1,1,1,1,1
2364,7,5,7,5,7,5,7,5
2365,8,1,8,1,8,1,8,1
2366,20,6,20,6,20,6,20,6
2367,4,1,4,1,4,1,4,1
2375,28,4,33,4,33,4,33,4
2389,53,52,56,52,56,53,57,55
2395,873,4687,947,4960,962,5011,982,5060
2400,9,63,10,68,10,69,10,69
2402,43,55,43,55,43,55,43,55
2405,98,10,100,11,100,11,100,11
2424,6,6,6,6,6,6,6,6
2425,11,2,11,2,11,2,11,2
2426,6,1,6,1,7,2,7,2
2428,17,9,17,10,17,10,17,10
2429,20,8,21,9,21,10,21,10
2431,2,0,4,0,4,0,4,0
2432,0,2,0,2,0,2,0,2
2433,13,2,13,2,13,2,13,2
2434,32,22,32,22,32,22,32,22
2437,11,5,12,5,12,5,12,6
2438,465,293,502,307,507,308,510,309
2439,12,4,12,4,12,4,12,4
2442,6,3,7,3,7,3,7,3
2443,25,6,26,6,26,6,26,7
2444,20,1,21,1,21,1,21,1
2445,1,2,1,2,1,2,1,2
2446,42,16,46,16,46,16,46,16
2447,166,195,176,209,178,212,178,214
2448,2,2,4,2,4,2,4,2
2449,3,3,3,3,3,3,3,3
2451,2,0,2,0,2,0,2,0
2452,7,9,7,10,7,10,7,10
2453,3,5,3,5,3,5,3,5
2454,167,402,179,418,180,422,181,427
2455,183,476,185,487,187,490,189,490
2456,3,2,3,2,3,2,3,2
2458,4,4,4,4,4,4,4,4
2460,15,30,16,32,16,32,16,32
2462,63,91,67,102,69,103,69,105
2463,33,27,33,29,33,29,34,31
2465,4,0,4,0,4,0,4,0
2466,12,8,12,8,12,8,12,8
2469,10,6,11,7,11,7,11,7
2470,0,2,0,2,0,3,0,3
2471,5,1,5,1,5,1,5,1
2474,3,0,3,0,3,0,3,0
2475,9,2,9,3,9,3,9,3
2476,5,2,5,2,5,2,5,2
2478,11,9,12,9,12,10,12,11
2479,14,4,15,4,15,4,15,4
2481,16,3,16,3,16,3,16,3
2484,365,831,432,930,469,985,500,1031
2487,114,431,124,452,125,459,125,464
2489,11,11,11,11,11,11,11,12
2490,5,0,5,0,5,0,5,0
2491,1306,156,1352,161,1364,162,1373,162
2492,48,30,48,30,48,30,48,30
2493,12,4,12,4,12,4,12,4
2496,6,0,6,0,6,0,6,0
2497,10,1,10,1,10,1,10,1
2498,16,4,16,4,16,4,16,4
2502,13,2,13,2,13,2,13,2
2503,37,35,39,36,39,36,39,36
2504,23,17,23,18,23,18,23,18
2505,55,9,55,9,55,9,55,9
2506,31,1,33,1,33,1,33,1
2508,25,11,25,11,25,11,25,11
2513,49712,46620,51361,47689,51635,47909,51863,48085
2515,392,782,412,795,414,798,416,806
2516,1536,3102,1562,3139,1565,3146,1567,3153
2519,300,705,308,715,309,716,311,720
2520,22662,51546,23146,52249,23233,52434,23287,52553
2521,5088,16060,5111,16100,5115,16112,5118,16116
2523,15723,42054,16012,42993,16065,43171,16112,43309
2524,3626,6684,3772,6874,3798,6919,3823,6944
2525,5758,13496,5962,13778,5991,13837,6008,13877
2527,3713,10561,3879,11027,3911,11131,3934,11213
2529,101,168,110,173,111,174,112,179
2530,95,86,98,88,99,90,100,90
2532,950,931,990,972,997,984,1008,988
2537,402,496,428,516,433,521,438,525
2539,1392,862,1424,879,1430,883,1437,885
2540,915,606,961,623,965,627,967,627
2541,870,487,885,500,888,509,896,513
2545,65,51,66,54,66,54,66,54
2547,451,590,480,621,485,629,493,637
2550,232,283,234,285,234,285,235,288
2551,2468,2821,2645,3010,2680,3049,2706,3069
2558,5,5,5,5,5,5,5,5
2560,8,3,8,4,8,4,8,4
2561,10,3,10,4,10,4,10,4
2562,5,2,5,2,5,2,5,2
2563,9,2,9,3,9,3,9,3
2564,33,8,34,9,35,10,35,11
2565,11,0,12,0,12,0,12,0
2568,24,2,24,2,24,2,24,2
2569,2,0,2,0,2,0,2,0
2570,158,19,160,19,161,19,162,19
2571,2,2,2,2,2,2,2,2
2575,3,3,3,3,3,3,3,3
2576,17,2,17,2,17,2,17,2
2577,2,4,2,4,2,4,2,4
2578,2,1,2,1,2,1,2,1
2579,7,2,7,2,7,2,7,2
2580,4,4,4,4,4,4,4,4
2581,12,3,12,3,12,4,12,4
2582,5,2,5,2,5,2,5,2
2583,4,2,4,3,4,3,4,3
2584,12,3,12,3,12,3,13,3
2586,27,34,28,34,28,34,28,34
2588,0,0,6,3,6,3,6,3
2589,3,12,3,12,4,12,4,12
2593,1,0,1,0,1,0,1,0
2594,34,9,35,9,35,9,35,9
2595,11,3,11,3,11,3,11,3
2599,5,10,5,10,5,10,5,10
2602,51,103,58,115,58,118,58,119
2603,4,17,4,20,4,22,4,23
2606,4,15,5,21,5,21,5,21
2607,55,20,58,22,58,22,58,22
2608,6,4,6,4,6,4,7,4
2609,6,4,6,4,6,4,6,4
2611,27,10,27,10,27,10,27,11
2612,3,13,3,13,3,13,3,13
2613,9,1,9,3,9,3,9,3
2614,29,23,30,25,30,25,30,25
2617,19,16,19,17,20,18,20,18
2618,18,50,19,54,19,54,20,54
2619,14,22,14,23,14,23,14,23
2622,6621,5077,6867,5323,6912,5370,6965,5400
2623,39,38,42,40,42,40,42,40
2625,31,18,32,20,32,20,32,20
2626,31,97,35,110,36,110,38,111
2628,2,5,2,5,2,5,2,5
2630,6,4,6,4,6,4,6,4
2631,3,1,3,1,3,1,4,1
2632,0,2,0,2,0,2,0,2
2633,123,53,124,56,127,56,128,56
2634,16,4,16,4,16,4,16,4
2635,36,31,41,31,41,31,41,31
2636,23,7,26,8,26,8,26,8
2637,110,15,112,17,112,17,113,17
2638,79,20,80,21,82,21,82,22
2639,7,2,9,2,9,2,9,2
2640,41,14,50,19,52,19,56,21
2641,23,13,23,14,23,14,23,14
2642,15,1,16,1,16,1,16,1
2643,88,6,91,6,94,6,95,6
2644,30,7,31,7,31,7,31,7
2646,0,2,1,2,1,2,1,2
2648,330,132,379,151,388,152,401,155
2651,3,2,3,2,3,2,3,2
2652,4,0,4,0,4,0,4,0
2653,2,0,2,0,2,0,2,0
2654,4,9,4,9,4,9,4,9
2655,4,0,4,0,4,0,4,0
2656,1,0,2,0,2,0,2,0
2658,5,1,5,1,5,1,5,1
2659,3,3,3,3,3,3,3,3
2660,11,5,11,5,11,5,11,5
2663,5,5,5,5,5,5,5,5
2668,1,0,1,0,1,0,1,0
2669,10,29,10,35,10,35,10,38
2670,1,0,1,0,1,0,1,0
2671,2,0,2,0,2,0,2,0
2672,3,1,3,1,3,1,3,1
2673,1,3,1,3,1,4,1,4
2675,7,3,7,3,7,3,7,3
2676,5,6,5,8,5,8,5,8
2677,28,19,28,19,28,19,28,19
2678,0,2,0,2,0,2,0,2
2680,2,0,2,0,2,0,2,0
2745,323,41,327,42,329,42,331,43
2746,1,2,1,2,1,2,1,2
2748,3,4,3,4,3,4,3,4
2749,7,6,7,6,7,6,7,6
2750,5,0,6,0,6,0,6,0
2751,9,5,9,5,9,5,9,5
2752,5,7,5,7,5,7,5,7
2753,4,0,4,0,4,0,4,0
2754,2,1,2,1,2,1,2,1
2755,2,0,2,0,2,0,2,0
2756,5,1,5,1,5,1,5,1
2757,1,2,1,2,1,2,1,2
2758,3,0,3,0,3,0,3,0
2759,0,0,0,0,0,0,0,0
2760,5,3,5,3,5,3,5,3
2761,30,23,30,25,30,25,30,26
2762,845,370,867,378,873,379,878,383
2763,6702,785,6922,817,6963,820,6996,825
2764,481,530,512,556,516,560,525,566
2766,504,509,516,523,522,530,524,532
2767,20,4,20,4,20,4,20,4
2769,5,4,5,4,5,4,5,4
2770,5,3,5,3,5,3,5,3
2775,55,94,61,120,61,123,61,129
2776,1125,4362,1185,4593,1206,4643,1217,4695
2777,8,0,8,0,8,0,8,0
2778,7,3,7,4,7,4,7,4
2779,8,7,8,7,8,7,8,7
2780,1,2,1,2,1,2,1,2
2781,6,3,6,3,6,3,6,3
2782,43,28,43,31,43,31,43,31
2783,35,45,35,48,35,49,35,49
2788,5,3,5,3,5,3,5,3
2789,11,13,11,13,11,13,11,14
2790,10,2,11,2,11,2,11,2
2791,15,19,17,19,17,19,17,19
2792,2,2,2,2,2,2,2,2
2793,2,9,2,9,2,9,2,9
2794,3,9,3,9,3,9,3,9
2795,11,6,11,6,11,6,11,6
2797,2,2,2,2,2,2,2,2
2798,3,15,3,15,3,15,3,15
2799,3,5,3,5,3,5,3,5
2800,2,3,2,3,2,3,2,3
2801,3,2,3,4,4,4,4,4
2802,39,84,39,89,40,91,40,93
2803,3,8,3,8,3,8,3,8
2804,1,2,1,2,1,2,1,2
2806,56,52,58,55,60,55,60,55
2807,33,40,34,43,34,45,34,50
2812,291,145,311,154,312,155,317,159
2813,20,51,21,58,21,60,21,60
2814,39,109,40,113,40,117,40,119
2815,5,8,5,8,5,8,5,8
2816,7,12,7,13,7,13,7,13
2817,19,23,19,24,19,24,19,24
2818,13,44,13,47,13,48,13,48
2819,36,126,37,134,38,136,38,136
2822,13,14,14,14,14,14,15,14
2823,32,10,33,12,34,12,34,12
2824,17,24,19,24,20,24,20,24
2825,1,3,1,3,1,3,1,3
2826,72,276,75,292,76,293,76,297
2827,35,42,37,42,37,42,38,42
2828,10,10,11,11,11,11,11,11
2829,8,2,8,2,8,2,8,2
2830,4,5,6,5,6,5,6,5
2831,2,3,3,3,3,3,3,3
2832,9,7,9,7,9,7,9,7
2833,1,7,1,7,1,7,1,8
2834,7,10,7,10,7,10,7,10
2835,10,14,11,14,11,14,11,14
2836,10,2,10,2,10,2,10,2
2838,1,15,1,15,1,15,1,15
2839,4,15,4,15,4,15,4,15
2840,8,1,8,1,8,1,8,1
2841,4,0,4,0,4,0,4,0
2842,58,263,60,270,60,270,60,270
2843,28,30,28,30,28,30,28,30
2844,57,78,57,83,57,83,57,84
2845,54,109,59,110,59,111,60,112
2846,37,65,37,68,37,68,37,68
2847,13,5,14,5,14,5,14,5
2848,18,22,18,22,18,22,18,22
2849,47,31,47,31,48,31,49,31
2850,2,7,2,7,2,7,2,7
2851,28,205,29,218,29,218,29,219
2852,16,84,16,85,16,85,16,85
2853,11,15,11,15,11,15,11,15
2854,4,8,4,8,4,8,4,8
2858,5,3,5,3,5,3,5,3
2859,4,3,4,3,4,3,4,3
2861,0,3,0,3,0,3,0,3
2865,2,5,2,5,2,5,2,5
2868,3,5,3,5,3,5,3,5
2869,1,4,1,4,1,4,1,4
2870,2,3,2,3,2,3,2,3
